config_name,split,candidate_id,expert_priority_score,expert_queue,priority_score,priority_queue,absolute_error
E2_sequence_consensus,validation,ZFR_0221,77.6,B_prioritne_preskumat,72.98,B_prioritne_preskumat,4.62
E2_sequence_consensus,validation,ZFR_0222,69.4,B_prioritne_preskumat,78.35,B_prioritne_preskumat,8.95
E2_sequence_consensus,validation,ZFR_0223,79.3,B_prioritne_preskumat,68.469,B_prioritne_preskumat,10.831
E2_sequence_consensus,validation,ZFR_0224,48.2,C_manualna_kuracia,68.376,B_prioritne_preskumat,20.176
E2_sequence_consensus,validation,ZFR_0225,98.5,A_validovat,79.794,B_prioritne_preskumat,18.706
E2_sequence_consensus,validation,ZFR_0226,87.4,A_validovat,85.094,A_validovat,2.306
E2_sequence_consensus,validation,ZFR_0227,38.0,D_odlozit,56.047,C_manualna_kuracia,18.047
E2_sequence_consensus,validation,ZFR_0228,64.7,C_manualna_kuracia,67.536,B_prioritne_preskumat,2.836
E2_sequence_consensus,validation,ZFR_0229,92.7,A_validovat,93.042,A_validovat,0.342
E2_sequence_consensus,validation,ZFR_0230,60.8,C_manualna_kuracia,61.457,C_manualna_kuracia,0.657
E2_sequence_consensus,validation,ZFR_0231,96.4,A_validovat,87.15,A_validovat,9.25
E2_sequence_consensus,validation,ZFR_0232,69.8,B_prioritne_preskumat,78.3,B_prioritne_preskumat,8.5
E2_sequence_consensus,validation,ZFR_0233,83.5,A_validovat,91.206,A_validovat,7.706
E2_sequence_consensus,validation,ZFR_0234,80.9,B_prioritne_preskumat,63.451,C_manualna_kuracia,17.449
E2_sequence_consensus,validation,ZFR_0235,67.0,B_prioritne_preskumat,68.6,B_prioritne_preskumat,1.6
E2_sequence_consensus,validation,ZFR_0236,59.3,C_manualna_kuracia,64.643,C_manualna_kuracia,5.343
E2_sequence_consensus,validation,ZFR_0237,83.2,A_validovat,80.391,B_prioritne_preskumat,2.809
E2_sequence_consensus,validation,ZFR_0238,75.8,B_prioritne_preskumat,75.068,B_prioritne_preskumat,0.732
E2_sequence_consensus,validation,ZFR_0239,100.0,A_validovat,67.241,B_prioritne_preskumat,32.759
E2_sequence_consensus,validation,ZFR_0240,52.0,C_manualna_kuracia,80.348,B_prioritne_preskumat,28.348
E2_sequence_consensus,validation,ZFR_0241,83.1,A_validovat,69.618,B_prioritne_preskumat,13.482
E2_sequence_consensus,validation,ZFR_0242,77.7,B_prioritne_preskumat,65.906,B_prioritne_preskumat,11.794
E2_sequence_consensus,validation,ZFR_0243,61.6,C_manualna_kuracia,69.747,B_prioritne_preskumat,8.147
E2_sequence_consensus,validation,ZFR_0244,63.4,C_manualna_kuracia,69.112,B_prioritne_preskumat,5.712
E2_sequence_consensus,validation,ZFR_0245,74.1,B_prioritne_preskumat,67.194,B_prioritne_preskumat,6.906
E2_sequence_consensus,validation,ZFR_0246,68.9,B_prioritne_preskumat,56.826,C_manualna_kuracia,12.074
E2_sequence_consensus,validation,ZFR_0247,95.8,A_validovat,67.699,B_prioritne_preskumat,28.101
E2_sequence_consensus,validation,ZFR_0248,75.9,B_prioritne_preskumat,79.98,B_prioritne_preskumat,4.08
E2_sequence_consensus,validation,ZFR_0249,92.2,A_validovat,59.243,C_manualna_kuracia,32.957
E2_sequence_consensus,validation,ZFR_0250,80.0,B_prioritne_preskumat,67.062,B_prioritne_preskumat,12.938
E2_sequence_consensus,validation,ZFR_0251,49.8,C_manualna_kuracia,76.359,B_prioritne_preskumat,26.559
E2_sequence_consensus,validation,ZFR_0252,62.9,C_manualna_kuracia,58.094,C_manualna_kuracia,4.806
E2_sequence_consensus,validation,ZFR_0253,81.3,B_prioritne_preskumat,77.136,B_prioritne_preskumat,4.164
E2_sequence_consensus,validation,ZFR_0254,71.8,B_prioritne_preskumat,76.675,B_prioritne_preskumat,4.875
E2_sequence_consensus,validation,ZFR_0255,78.0,B_prioritne_preskumat,69.366,B_prioritne_preskumat,8.634
E2_sequence_consensus,validation,ZFR_0256,42.4,D_odlozit,73.154,B_prioritne_preskumat,30.754
E2_sequence_consensus,test,ZFR_0257,77.6,B_prioritne_preskumat,62.245,C_manualna_kuracia,15.355
E2_sequence_consensus,test,ZFR_0258,85.3,A_validovat,67.001,B_prioritne_preskumat,18.299
E2_sequence_consensus,test,ZFR_0259,49.0,C_manualna_kuracia,78.354,B_prioritne_preskumat,29.354
E2_sequence_consensus,test,ZFR_0260,54.0,C_manualna_kuracia,72.604,B_prioritne_preskumat,18.604
E2_sequence_consensus,test,ZFR_0261,80.0,B_prioritne_preskumat,67.737,B_prioritne_preskumat,12.263
E2_sequence_consensus,test,ZFR_0262,62.0,C_manualna_kuracia,67.299,B_prioritne_preskumat,5.299
E2_sequence_consensus,test,ZFR_0263,79.1,B_prioritne_preskumat,77.375,B_prioritne_preskumat,1.725
E2_sequence_consensus,test,ZFR_0264,35.2,D_odlozit,65.791,B_prioritne_preskumat,30.591
E2_sequence_consensus,test,ZFR_0265,88.4,A_validovat,81.638,B_prioritne_preskumat,6.762
E2_sequence_consensus,test,ZFR_0266,89.2,A_validovat,81.704,B_prioritne_preskumat,7.496
E2_sequence_consensus,test,ZFR_0267,72.3,B_prioritne_preskumat,89.145,A_validovat,16.845
E2_sequence_consensus,test,ZFR_0268,52.7,C_manualna_kuracia,49.412,C_manualna_kuracia,3.288
E2_sequence_consensus,test,ZFR_0269,62.7,C_manualna_kuracia,69.449,B_prioritne_preskumat,6.749
E2_sequence_consensus,test,ZFR_0270,69.9,B_prioritne_preskumat,62.226,C_manualna_kuracia,7.674
E2_sequence_consensus,test,ZFR_0271,80.5,B_prioritne_preskumat,57.747,C_manualna_kuracia,22.753
E2_sequence_consensus,test,ZFR_0272,72.2,B_prioritne_preskumat,67.269,B_prioritne_preskumat,4.931
E2_sequence_consensus,test,ZFR_0273,95.8,A_validovat,79.21,B_prioritne_preskumat,16.59
E2_sequence_consensus,test,ZFR_0274,93.3,A_validovat,88.276,A_validovat,5.024
E2_sequence_consensus,test,ZFR_0275,50.9,C_manualna_kuracia,65.712,B_prioritne_preskumat,14.812
E2_sequence_consensus,test,ZFR_0276,57.6,C_manualna_kuracia,55.421,C_manualna_kuracia,2.179
E2_sequence_consensus,test,ZFR_0277,88.6,A_validovat,71.122,B_prioritne_preskumat,17.478
E2_sequence_consensus,test,ZFR_0278,50.9,C_manualna_kuracia,66.309,B_prioritne_preskumat,15.409
E2_sequence_consensus,test,ZFR_0279,83.6,A_validovat,52.38,C_manualna_kuracia,31.22
E2_sequence_consensus,test,ZFR_0280,49.0,C_manualna_kuracia,73.612,B_prioritne_preskumat,24.612
E2_sequence_consensus,test,ZFR_0281,83.9,A_validovat,75.07,B_prioritne_preskumat,8.83
E2_sequence_consensus,test,ZFR_0282,70.3,B_prioritne_preskumat,85.276,A_validovat,14.976
E2_sequence_consensus,test,ZFR_0283,65.6,B_prioritne_preskumat,71.22,B_prioritne_preskumat,5.62
E2_sequence_consensus,test,ZFR_0284,50.2,C_manualna_kuracia,66.697,B_prioritne_preskumat,16.497
E2_sequence_consensus,test,ZFR_0285,80.8,B_prioritne_preskumat,92.423,A_validovat,11.623
E2_sequence_consensus,test,ZFR_0286,59.8,C_manualna_kuracia,64.866,C_manualna_kuracia,5.066
E2_sequence_consensus,test,ZFR_0287,88.4,A_validovat,74.842,B_prioritne_preskumat,13.558
E2_sequence_consensus,test,ZFR_0288,38.4,D_odlozit,72.817,B_prioritne_preskumat,34.417
E2_sequence_consensus,test,ZFR_0289,91.4,A_validovat,63.132,C_manualna_kuracia,28.268
E2_sequence_consensus,test,ZFR_0290,87.4,A_validovat,83.401,A_validovat,3.999
E2_sequence_consensus,test,ZFR_0291,53.4,C_manualna_kuracia,69.608,B_prioritne_preskumat,16.208
E2_sequence_consensus,test,ZFR_0292,46.3,C_manualna_kuracia,62.956,C_manualna_kuracia,16.656
E2_sequence_consensus,test,ZFR_0293,80.9,B_prioritne_preskumat,79.441,B_prioritne_preskumat,1.459
E2_sequence_consensus,test,ZFR_0294,55.4,C_manualna_kuracia,65.939,B_prioritne_preskumat,10.539
E2_sequence_consensus,test,ZFR_0295,72.2,B_prioritne_preskumat,56.455,C_manualna_kuracia,15.745
E2_sequence_consensus,test,ZFR_0296,41.9,D_odlozit,78.908,B_prioritne_preskumat,37.008
E2_sequence_consensus,test,ZFR_0297,76.4,B_prioritne_preskumat,84.361,A_validovat,7.961
E2_sequence_consensus,test,ZFR_0298,86.4,A_validovat,80.304,B_prioritne_preskumat,6.096
E2_sequence_consensus,test,ZFR_0299,52.8,C_manualna_kuracia,75.11,B_prioritne_preskumat,22.31
E2_sequence_consensus,test,ZFR_0300,57.0,C_manualna_kuracia,54.222,C_manualna_kuracia,2.778
E2_sequence_consensus,test,ZFR_0301,73.9,B_prioritne_preskumat,70.873,B_prioritne_preskumat,3.027
E2_sequence_consensus,test,ZFR_0302,66.5,B_prioritne_preskumat,62.46,C_manualna_kuracia,4.04
E2_sequence_consensus,test,ZFR_0303,91.6,A_validovat,66.414,B_prioritne_preskumat,25.186
E2_sequence_consensus,test,ZFR_0304,44.5,D_odlozit,66.705,B_prioritne_preskumat,22.205
E2_sequence_consensus,test,ZFR_0305,98.7,A_validovat,84.422,A_validovat,14.278
E2_sequence_consensus,test,ZFR_0306,79.4,B_prioritne_preskumat,78.534,B_prioritne_preskumat,0.866
E2_sequence_consensus,test,ZFR_0307,62.0,C_manualna_kuracia,68.658,B_prioritne_preskumat,6.658
E2_sequence_consensus,test,ZFR_0308,55.4,C_manualna_kuracia,65.527,B_prioritne_preskumat,10.127
E2_sequence_consensus,test,ZFR_0309,85.2,A_validovat,63.355,C_manualna_kuracia,21.845
E2_sequence_consensus,test,ZFR_0310,61.4,C_manualna_kuracia,85.039,A_validovat,23.639
E2_sequence_consensus,test,ZFR_0311,90.4,A_validovat,85.439,A_validovat,4.961
E2_sequence_consensus,test,ZFR_0312,42.8,D_odlozit,59.32,C_manualna_kuracia,16.52
E2_sequence_consensus,test,ZFR_0313,72.1,B_prioritne_preskumat,59.75,C_manualna_kuracia,12.35
E2_sequence_consensus,test,ZFR_0314,98.8,A_validovat,87.442,A_validovat,11.358
E2_sequence_consensus,test,ZFR_0315,61.3,C_manualna_kuracia,66.159,B_prioritne_preskumat,4.859
E2_sequence_consensus,test,ZFR_0316,47.5,C_manualna_kuracia,60.138,C_manualna_kuracia,12.638
E2_sequence_consensus,test,ZFR_0317,85.6,A_validovat,68.01,B_prioritne_preskumat,17.59
E2_sequence_consensus,test,ZFR_0318,57.0,C_manualna_kuracia,57.049,C_manualna_kuracia,0.049
E2_sequence_consensus,test,ZFR_0319,91.3,A_validovat,89.699,A_validovat,1.601
E2_sequence_consensus,test,ZFR_0320,58.7,C_manualna_kuracia,80.039,B_prioritne_preskumat,21.339
E3_weighted_linear,train,ZFR_0001,77.4,B_prioritne_preskumat,83.501,A_validovat,6.101
E3_weighted_linear,train,ZFR_0002,80.7,B_prioritne_preskumat,79.663,B_prioritne_preskumat,1.037
E3_weighted_linear,train,ZFR_0003,55.3,C_manualna_kuracia,57.967,C_manualna_kuracia,2.667
E3_weighted_linear,train,ZFR_0004,54.1,C_manualna_kuracia,59.217,C_manualna_kuracia,5.117
E3_weighted_linear,train,ZFR_0005,77.9,B_prioritne_preskumat,80.808,B_prioritne_preskumat,2.908
E3_weighted_linear,train,ZFR_0006,63.7,C_manualna_kuracia,71.61,B_prioritne_preskumat,7.91
E3_weighted_linear,train,ZFR_0007,92.4,A_validovat,79.397,B_prioritne_preskumat,13.003
E3_weighted_linear,train,ZFR_0008,48.8,C_manualna_kuracia,53.941,C_manualna_kuracia,5.141
E3_weighted_linear,train,ZFR_0009,87.4,A_validovat,86.059,A_validovat,1.341
E3_weighted_linear,train,ZFR_0010,95.6,A_validovat,90.274,A_validovat,5.326
E3_weighted_linear,train,ZFR_0011,60.1,C_manualna_kuracia,59.506,C_manualna_kuracia,0.594
E3_weighted_linear,train,ZFR_0012,64.4,C_manualna_kuracia,61.28,C_manualna_kuracia,3.12
E3_weighted_linear,train,ZFR_0013,90.4,A_validovat,83.21,A_validovat,7.19
E3_weighted_linear,train,ZFR_0014,58.7,C_manualna_kuracia,60.479,C_manualna_kuracia,1.779
E3_weighted_linear,train,ZFR_0015,92.3,A_validovat,83.429,A_validovat,8.871
E3_weighted_linear,train,ZFR_0016,63.4,C_manualna_kuracia,69.43,B_prioritne_preskumat,6.03
E3_weighted_linear,train,ZFR_0017,84.5,A_validovat,79.9,B_prioritne_preskumat,4.6
E3_weighted_linear,train,ZFR_0018,100.0,A_validovat,92.159,A_validovat,7.841
E3_weighted_linear,train,ZFR_0019,47.4,C_manualna_kuracia,62.75,C_manualna_kuracia,15.35
E3_weighted_linear,train,ZFR_0020,57.1,C_manualna_kuracia,62.933,C_manualna_kuracia,5.833
E3_weighted_linear,train,ZFR_0021,71.7,B_prioritne_preskumat,71.117,B_prioritne_preskumat,0.583
E3_weighted_linear,train,ZFR_0022,58.9,C_manualna_kuracia,66.776,B_prioritne_preskumat,7.876
E3_weighted_linear,train,ZFR_0023,73.4,B_prioritne_preskumat,69.393,B_prioritne_preskumat,4.007
E3_weighted_linear,train,ZFR_0024,56.1,C_manualna_kuracia,58.689,C_manualna_kuracia,2.589
E3_weighted_linear,train,ZFR_0025,80.9,B_prioritne_preskumat,79.867,B_prioritne_preskumat,1.033
E3_weighted_linear,train,ZFR_0026,73.2,B_prioritne_preskumat,75.31,B_prioritne_preskumat,2.11
E3_weighted_linear,train,ZFR_0027,54.7,C_manualna_kuracia,55.337,C_manualna_kuracia,0.637
E3_weighted_linear,train,ZFR_0028,54.6,C_manualna_kuracia,67.296,B_prioritne_preskumat,12.696
E3_weighted_linear,train,ZFR_0029,79.0,B_prioritne_preskumat,86.213,A_validovat,7.213
E3_weighted_linear,train,ZFR_0030,65.0,B_prioritne_preskumat,63.663,C_manualna_kuracia,1.337
E3_weighted_linear,train,ZFR_0031,80.7,B_prioritne_preskumat,75.574,B_prioritne_preskumat,5.126
E3_weighted_linear,train,ZFR_0032,71.0,B_prioritne_preskumat,65.438,B_prioritne_preskumat,5.562
E3_weighted_linear,train,ZFR_0033,83.3,A_validovat,80.005,B_prioritne_preskumat,3.295
E3_weighted_linear,train,ZFR_0034,86.9,A_validovat,83.129,A_validovat,3.771
E3_weighted_linear,train,ZFR_0035,39.9,D_odlozit,56.573,C_manualna_kuracia,16.673
E3_weighted_linear,train,ZFR_0036,70.5,B_prioritne_preskumat,62.805,C_manualna_kuracia,7.695
E3_weighted_linear,train,ZFR_0037,92.3,A_validovat,89.004,A_validovat,3.296
E3_weighted_linear,train,ZFR_0038,68.1,B_prioritne_preskumat,66.627,B_prioritne_preskumat,1.473
E3_weighted_linear,train,ZFR_0039,72.3,B_prioritne_preskumat,74.442,B_prioritne_preskumat,2.142
E3_weighted_linear,train,ZFR_0040,36.6,D_odlozit,54.965,C_manualna_kuracia,18.365
E3_weighted_linear,train,ZFR_0041,96.7,A_validovat,91.438,A_validovat,5.262
E3_weighted_linear,train,ZFR_0042,81.5,B_prioritne_preskumat,75.282,B_prioritne_preskumat,6.218
E3_weighted_linear,train,ZFR_0043,50.2,C_manualna_kuracia,55.894,C_manualna_kuracia,5.694
E3_weighted_linear,train,ZFR_0044,65.7,B_prioritne_preskumat,65.823,B_prioritne_preskumat,0.123
E3_weighted_linear,train,ZFR_0045,69.4,B_prioritne_preskumat,71.551,B_prioritne_preskumat,2.151
E3_weighted_linear,train,ZFR_0046,74.2,B_prioritne_preskumat,78.968,B_prioritne_preskumat,4.768
E3_weighted_linear,train,ZFR_0047,86.0,A_validovat,83.539,A_validovat,2.461
E3_weighted_linear,train,ZFR_0048,56.5,C_manualna_kuracia,56.68,C_manualna_kuracia,0.18
E3_weighted_linear,train,ZFR_0049,76.4,B_prioritne_preskumat,75.205,B_prioritne_preskumat,1.195
E3_weighted_linear,train,ZFR_0050,92.1,A_validovat,85.271,A_validovat,6.829
E3_weighted_linear,train,ZFR_0051,50.3,C_manualna_kuracia,60.022,C_manualna_kuracia,9.722
E3_weighted_linear,train,ZFR_0052,58.7,C_manualna_kuracia,63.743,C_manualna_kuracia,5.043
E3_weighted_linear,train,ZFR_0053,73.3,B_prioritne_preskumat,79.734,B_prioritne_preskumat,6.434
E3_weighted_linear,train,ZFR_0054,72.0,B_prioritne_preskumat,75.688,B_prioritne_preskumat,3.688
E3_weighted_linear,train,ZFR_0055,71.0,B_prioritne_preskumat,65.77,B_prioritne_preskumat,5.23
E3_weighted_linear,train,ZFR_0056,55.5,C_manualna_kuracia,63.13,C_manualna_kuracia,7.63
E3_weighted_linear,train,ZFR_0057,80.2,B_prioritne_preskumat,80.713,B_prioritne_preskumat,0.513
E3_weighted_linear,train,ZFR_0058,71.5,B_prioritne_preskumat,74.84,B_prioritne_preskumat,3.34
E3_weighted_linear,train,ZFR_0059,62.3,C_manualna_kuracia,64.09,C_manualna_kuracia,1.79
E3_weighted_linear,train,ZFR_0060,64.0,C_manualna_kuracia,67.588,B_prioritne_preskumat,3.588
E3_weighted_linear,train,ZFR_0061,81.7,B_prioritne_preskumat,76.408,B_prioritne_preskumat,5.292
E3_weighted_linear,train,ZFR_0062,61.9,C_manualna_kuracia,62.706,C_manualna_kuracia,0.806
E3_weighted_linear,train,ZFR_0063,93.2,A_validovat,86.905,A_validovat,6.295
E3_weighted_linear,train,ZFR_0064,59.7,C_manualna_kuracia,54.631,C_manualna_kuracia,5.069
E3_weighted_linear,train,ZFR_0065,90.4,A_validovat,85.501,A_validovat,4.899
E3_weighted_linear,train,ZFR_0066,76.5,B_prioritne_preskumat,72.54,B_prioritne_preskumat,3.96
E3_weighted_linear,train,ZFR_0067,59.8,C_manualna_kuracia,58.556,C_manualna_kuracia,1.244
E3_weighted_linear,train,ZFR_0068,75.2,B_prioritne_preskumat,71.176,B_prioritne_preskumat,4.024
E3_weighted_linear,train,ZFR_0069,74.4,B_prioritne_preskumat,80.242,B_prioritne_preskumat,5.842
E3_weighted_linear,train,ZFR_0070,56.0,C_manualna_kuracia,60.707,C_manualna_kuracia,4.707
E3_weighted_linear,train,ZFR_0071,79.1,B_prioritne_preskumat,81.804,B_prioritne_preskumat,2.704
E3_weighted_linear,train,ZFR_0072,60.1,C_manualna_kuracia,66.607,B_prioritne_preskumat,6.507
E3_weighted_linear,train,ZFR_0073,100.0,A_validovat,88.018,A_validovat,11.982
E3_weighted_linear,train,ZFR_0074,65.4,B_prioritne_preskumat,63.802,C_manualna_kuracia,1.598
E3_weighted_linear,train,ZFR_0075,63.3,C_manualna_kuracia,68.751,B_prioritne_preskumat,5.451
E3_weighted_linear,train,ZFR_0076,55.0,C_manualna_kuracia,54.952,C_manualna_kuracia,0.048
E3_weighted_linear,train,ZFR_0077,74.5,B_prioritne_preskumat,78.25,B_prioritne_preskumat,3.75
E3_weighted_linear,train,ZFR_0078,69.6,B_prioritne_preskumat,67.858,B_prioritne_preskumat,1.742
E3_weighted_linear,train,ZFR_0079,73.8,B_prioritne_preskumat,71.192,B_prioritne_preskumat,2.608
E3_weighted_linear,train,ZFR_0080,35.4,D_odlozit,45.066,C_manualna_kuracia,9.666
E3_weighted_linear,train,ZFR_0081,72.9,B_prioritne_preskumat,75.895,B_prioritne_preskumat,2.995
E3_weighted_linear,train,ZFR_0082,68.5,B_prioritne_preskumat,70.157,B_prioritne_preskumat,1.657
E3_weighted_linear,train,ZFR_0083,44.6,D_odlozit,44.367,D_odlozit,0.233
E3_weighted_linear,train,ZFR_0084,52.9,C_manualna_kuracia,57.504,C_manualna_kuracia,4.604
E3_weighted_linear,train,ZFR_0085,76.1,B_prioritne_preskumat,76.856,B_prioritne_preskumat,0.756
E3_weighted_linear,train,ZFR_0086,57.6,C_manualna_kuracia,63.022,C_manualna_kuracia,5.422
E3_weighted_linear,train,ZFR_0087,96.0,A_validovat,87.371,A_validovat,8.629
E3_weighted_linear,train,ZFR_0088,62.4,C_manualna_kuracia,60.612,C_manualna_kuracia,1.788
E3_weighted_linear,train,ZFR_0089,90.8,A_validovat,86.02,A_validovat,4.78
E3_weighted_linear,train,ZFR_0090,89.3,A_validovat,83.539,A_validovat,5.761
E3_weighted_linear,train,ZFR_0091,56.2,C_manualna_kuracia,69.021,B_prioritne_preskumat,12.821
E3_weighted_linear,train,ZFR_0092,78.0,B_prioritne_preskumat,73.965,B_prioritne_preskumat,4.035
E3_weighted_linear,train,ZFR_0093,76.9,B_prioritne_preskumat,76.798,B_prioritne_preskumat,0.102
E3_weighted_linear,train,ZFR_0094,67.2,B_prioritne_preskumat,63.136,C_manualna_kuracia,4.064
E3_weighted_linear,train,ZFR_0095,92.0,A_validovat,84.932,A_validovat,7.068
E3_weighted_linear,train,ZFR_0096,45.5,C_manualna_kuracia,50.898,C_manualna_kuracia,5.398
E3_weighted_linear,train,ZFR_0097,97.8,A_validovat,87.645,A_validovat,10.155
E3_weighted_linear,train,ZFR_0098,91.4,A_validovat,88.931,A_validovat,2.469
E3_weighted_linear,train,ZFR_0099,64.0,C_manualna_kuracia,61.372,C_manualna_kuracia,2.628
E3_weighted_linear,train,ZFR_0100,81.6,B_prioritne_preskumat,73.544,B_prioritne_preskumat,8.056
E3_weighted_linear,train,ZFR_0101,80.1,B_prioritne_preskumat,79.626,B_prioritne_preskumat,0.474
E3_weighted_linear,train,ZFR_0102,69.3,B_prioritne_preskumat,71.671,B_prioritne_preskumat,2.371
E3_weighted_linear,train,ZFR_0103,88.3,A_validovat,84.377,A_validovat,3.923
E3_weighted_linear,train,ZFR_0104,42.0,D_odlozit,57.395,C_manualna_kuracia,15.395
E3_weighted_linear,train,ZFR_0105,96.3,A_validovat,91.651,A_validovat,4.649
E3_weighted_linear,train,ZFR_0106,85.0,A_validovat,83.703,A_validovat,1.297
E3_weighted_linear,train,ZFR_0107,60.1,C_manualna_kuracia,57.362,C_manualna_kuracia,2.738
E3_weighted_linear,train,ZFR_0108,65.9,B_prioritne_preskumat,69.558,B_prioritne_preskumat,3.658
E3_weighted_linear,train,ZFR_0109,90.5,A_validovat,85.451,A_validovat,5.049
E3_weighted_linear,train,ZFR_0110,66.8,B_prioritne_preskumat,67.423,B_prioritne_preskumat,0.623
E3_weighted_linear,train,ZFR_0111,75.9,B_prioritne_preskumat,76.54,B_prioritne_preskumat,0.64
E3_weighted_linear,train,ZFR_0112,62.8,C_manualna_kuracia,65.626,B_prioritne_preskumat,2.826
E3_weighted_linear,train,ZFR_0113,90.5,A_validovat,88.428,A_validovat,2.072
E3_weighted_linear,train,ZFR_0114,81.0,B_prioritne_preskumat,84.487,A_validovat,3.487
E3_weighted_linear,train,ZFR_0115,69.6,B_prioritne_preskumat,66.283,B_prioritne_preskumat,3.317
E3_weighted_linear,train,ZFR_0116,78.5,B_prioritne_preskumat,77.596,B_prioritne_preskumat,0.904
E3_weighted_linear,train,ZFR_0117,76.7,B_prioritne_preskumat,80.631,B_prioritne_preskumat,3.931
E3_weighted_linear,train,ZFR_0118,57.2,C_manualna_kuracia,62.258,C_manualna_kuracia,5.058
E3_weighted_linear,train,ZFR_0119,81.2,B_prioritne_preskumat,78.558,B_prioritne_preskumat,2.642
E3_weighted_linear,train,ZFR_0120,52.2,C_manualna_kuracia,61.052,C_manualna_kuracia,8.852
E3_weighted_linear,train,ZFR_0121,96.3,A_validovat,87.166,A_validovat,9.134
E3_weighted_linear,train,ZFR_0122,84.2,A_validovat,80.477,B_prioritne_preskumat,3.723
E3_weighted_linear,train,ZFR_0123,38.2,D_odlozit,43.992,D_odlozit,5.792
E3_weighted_linear,train,ZFR_0124,51.6,C_manualna_kuracia,56.143,C_manualna_kuracia,4.543
E3_weighted_linear,train,ZFR_0125,73.0,B_prioritne_preskumat,74.577,B_prioritne_preskumat,1.577
E3_weighted_linear,train,ZFR_0126,71.2,B_prioritne_preskumat,74.073,B_prioritne_preskumat,2.873
E3_weighted_linear,train,ZFR_0127,100.0,A_validovat,95.935,A_validovat,4.065
E3_weighted_linear,train,ZFR_0128,41.9,D_odlozit,52.364,C_manualna_kuracia,10.464
E3_weighted_linear,train,ZFR_0129,80.0,B_prioritne_preskumat,80.081,B_prioritne_preskumat,0.081
E3_weighted_linear,train,ZFR_0130,75.9,B_prioritne_preskumat,79.538,B_prioritne_preskumat,3.638
E3_weighted_linear,train,ZFR_0131,43.7,D_odlozit,55.866,C_manualna_kuracia,12.166
E3_weighted_linear,train,ZFR_0132,57.1,C_manualna_kuracia,62.48,C_manualna_kuracia,5.38
E3_weighted_linear,train,ZFR_0133,77.0,B_prioritne_preskumat,68.452,B_prioritne_preskumat,8.548
E3_weighted_linear,train,ZFR_0134,59.8,C_manualna_kuracia,62.187,C_manualna_kuracia,2.387
E3_weighted_linear,train,ZFR_0135,85.7,A_validovat,84.869,A_validovat,0.831
E3_weighted_linear,train,ZFR_0136,45.0,C_manualna_kuracia,54.552,C_manualna_kuracia,9.552
E3_weighted_linear,train,ZFR_0137,79.8,B_prioritne_preskumat,78.729,B_prioritne_preskumat,1.071
E3_weighted_linear,train,ZFR_0138,84.8,A_validovat,81.863,B_prioritne_preskumat,2.937
E3_weighted_linear,train,ZFR_0139,46.3,C_manualna_kuracia,54.7,C_manualna_kuracia,8.4
E3_weighted_linear,train,ZFR_0140,59.5,C_manualna_kuracia,64.557,C_manualna_kuracia,5.057
E3_weighted_linear,train,ZFR_0141,73.5,B_prioritne_preskumat,67.677,B_prioritne_preskumat,5.823
E3_weighted_linear,train,ZFR_0142,53.4,C_manualna_kuracia,56.648,C_manualna_kuracia,3.248
E3_weighted_linear,train,ZFR_0143,84.8,A_validovat,84.721,A_validovat,0.079
E3_weighted_linear,train,ZFR_0144,31.1,D_odlozit,47.41,C_manualna_kuracia,16.31
E3_weighted_linear,train,ZFR_0145,92.7,A_validovat,82.0,B_prioritne_preskumat,10.7
E3_weighted_linear,train,ZFR_0146,87.2,A_validovat,90.254,A_validovat,3.054
E3_weighted_linear,train,ZFR_0147,45.9,C_manualna_kuracia,58.643,C_manualna_kuracia,12.743
E3_weighted_linear,train,ZFR_0148,69.7,B_prioritne_preskumat,69.374,B_prioritne_preskumat,0.326
E3_weighted_linear,train,ZFR_0149,75.8,B_prioritne_preskumat,75.627,B_prioritne_preskumat,0.173
E3_weighted_linear,train,ZFR_0150,55.6,C_manualna_kuracia,60.914,C_manualna_kuracia,5.314
E3_weighted_linear,train,ZFR_0151,92.4,A_validovat,86.413,A_validovat,5.987
E3_weighted_linear,train,ZFR_0152,60.3,C_manualna_kuracia,60.708,C_manualna_kuracia,0.408
E3_weighted_linear,train,ZFR_0153,84.9,A_validovat,80.284,B_prioritne_preskumat,4.616
E3_weighted_linear,train,ZFR_0154,82.9,A_validovat,84.388,A_validovat,1.488
E3_weighted_linear,train,ZFR_0155,59.1,C_manualna_kuracia,62.949,C_manualna_kuracia,3.849
E3_weighted_linear,train,ZFR_0156,49.5,C_manualna_kuracia,58.544,C_manualna_kuracia,9.044
E3_weighted_linear,train,ZFR_0157,69.8,B_prioritne_preskumat,72.881,B_prioritne_preskumat,3.081
E3_weighted_linear,train,ZFR_0158,63.6,C_manualna_kuracia,65.518,B_prioritne_preskumat,1.918
E3_weighted_linear,train,ZFR_0159,87.2,A_validovat,84.665,A_validovat,2.535
E3_weighted_linear,train,ZFR_0160,38.6,D_odlozit,53.156,C_manualna_kuracia,14.556
E3_weighted_linear,train,ZFR_0161,77.3,B_prioritne_preskumat,80.314,B_prioritne_preskumat,3.014
E3_weighted_linear,train,ZFR_0162,80.0,B_prioritne_preskumat,76.94,B_prioritne_preskumat,3.06
E3_weighted_linear,train,ZFR_0163,54.5,C_manualna_kuracia,67.782,B_prioritne_preskumat,13.282
E3_weighted_linear,train,ZFR_0164,69.6,B_prioritne_preskumat,63.647,C_manualna_kuracia,5.953
